filename	gender	age	text
/home/ue/Documents/pan-2016-author-profiling/dataset/pan16-author-profiling-training-dataset-dutch-2016-02-29/221684461.xml	1		
/home/ue/Documents/pan-2016-author-profiling/dataset/pan16-author-profiling-training-dataset-dutch-2016-02-29/110533356.xml	0		
/home/ue/Documents/pan-2016-author-profiling/dataset/pan16-author-profiling-training-dataset-dutch-2016-02-29/815844200.xml	1		
/home/ue/Documents/pan-2016-author-profiling/dataset/pan16-author-profiling-training-dataset-dutch-2016-02-29/19406000.xml	0		
/home/ue/Documents/pan-2016-author-profiling/dataset/pan16-author-profiling-training-dataset-dutch-2016-02-29/242474829.xml	1		
/home/ue/Documents/pan-2016-author-profiling/dataset/pan16-author-profiling-training-dataset-dutch-2016-02-29/383102597.xml	0		
/home/ue/Documents/pan-2016-author-profiling/dataset/pan16-author-profiling-training-dataset-dutch-2016-02-29/5897172.xml	1		
/home/ue/Documents/pan-2016-author-profiling/dataset/pan16-author-profiling-training-dataset-dutch-2016-02-29/205459484.xml	0		
/home/ue/Documents/pan-2016-author-profiling/dataset/pan16-author-profiling-training-dataset-dutch-2016-02-29/15125304.xml	0		
/home/ue/Documents/pan-2016-author-profiling/dataset/pan16-author-profiling-training-dataset-dutch-2016-02-29/303812847.xml	1		
/home/ue/Documents/pan-2016-author-profiling/dataset/pan16-author-profiling-training-dataset-dutch-2016-02-29/352576326.xml	0		
/home/ue/Documents/pan-2016-author-profiling/dataset/pan16-author-profiling-training-dataset-dutch-2016-02-29/47082080.xml	1		
/home/ue/Documents/pan-2016-author-profiling/dataset/pan16-author-profiling-training-dataset-dutch-2016-02-29/56706489.xml	0		
/home/ue/Documents/pan-2016-author-profiling/dataset/pan16-author-profiling-training-dataset-dutch-2016-02-29/69244769.xml	1		
/home/ue/Documents/pan-2016-author-profiling/dataset/pan16-author-profiling-training-dataset-dutch-2016-02-29/146510350.xml	0		
/home/ue/Documents/pan-2016-author-profiling/dataset/pan16-author-profiling-training-dataset-dutch-2016-02-29/174179001.xml	1		
/home/ue/Documents/pan-2016-author-profiling/dataset/pan16-author-profiling-training-dataset-dutch-2016-02-29/104521127.xml	0		
/home/ue/Documents/pan-2016-author-profiling/dataset/pan16-author-profiling-training-dataset-dutch-2016-02-29/35545447.xml	1		
/home/ue/Documents/pan-2016-author-profiling/dataset/pan16-author-profiling-training-dataset-dutch-2016-02-29/124404172.xml	0		
/home/ue/Documents/pan-2016-author-profiling/dataset/pan16-author-profiling-training-dataset-dutch-2016-02-29/308634936.xml	0		
/home/ue/Documents/pan-2016-author-profiling/dataset/pan16-author-profiling-training-dataset-dutch-2016-02-29/131509266.xml	1		
/home/ue/Documents/pan-2016-author-profiling/dataset/pan16-author-profiling-training-dataset-dutch-2016-02-29/12023302.xml	0		
/home/ue/Documents/pan-2016-author-profiling/dataset/pan16-author-profiling-training-dataset-dutch-2016-02-29/188226854.xml	1		
/home/ue/Documents/pan-2016-author-profiling/dataset/pan16-author-profiling-training-dataset-dutch-2016-02-29/47624443.xml	0		
/home/ue/Documents/pan-2016-author-profiling/dataset/pan16-author-profiling-training-dataset-dutch-2016-02-29/46079954.xml	1		
/home/ue/Documents/pan-2016-author-profiling/dataset/pan16-author-profiling-training-dataset-dutch-2016-02-29/209142323.xml	1		
/home/ue/Documents/pan-2016-author-profiling/dataset/pan16-author-profiling-training-dataset-dutch-2016-02-29/96797739.xml	0		
/home/ue/Documents/pan-2016-author-profiling/dataset/pan16-author-profiling-training-dataset-dutch-2016-02-29/259192933.xml	0		
/home/ue/Documents/pan-2016-author-profiling/dataset/pan16-author-profiling-training-dataset-dutch-2016-02-29/24432969.xml	1		
/home/ue/Documents/pan-2016-author-profiling/dataset/pan16-author-profiling-training-dataset-dutch-2016-02-29/95905407.xml	0		
/home/ue/Documents/pan-2016-author-profiling/dataset/pan16-author-profiling-training-dataset-dutch-2016-02-29/390585432.xml	1		
/home/ue/Documents/pan-2016-author-profiling/dataset/pan16-author-profiling-training-dataset-dutch-2016-02-29/47946286.xml	0		
/home/ue/Documents/pan-2016-author-profiling/dataset/pan16-author-profiling-training-dataset-dutch-2016-02-29/119715367.xml	1		
/home/ue/Documents/pan-2016-author-profiling/dataset/pan16-author-profiling-training-dataset-dutch-2016-02-29/12369212.xml	0		
/home/ue/Documents/pan-2016-author-profiling/dataset/pan16-author-profiling-training-dataset-dutch-2016-02-29/23325888.xml	1		
/home/ue/Documents/pan-2016-author-profiling/dataset/pan16-author-profiling-training-dataset-dutch-2016-02-29/29760253.xml	0		
/home/ue/Documents/pan-2016-author-profiling/dataset/pan16-author-profiling-training-dataset-dutch-2016-02-29/92021719.xml	1		
/home/ue/Documents/pan-2016-author-profiling/dataset/pan16-author-profiling-training-dataset-dutch-2016-02-29/249213681.xml	0		
/home/ue/Documents/pan-2016-author-profiling/dataset/pan16-author-profiling-training-dataset-dutch-2016-02-29/46615734.xml	0		
/home/ue/Documents/pan-2016-author-profiling/dataset/pan16-author-profiling-training-dataset-dutch-2016-02-29/250780421.xml	1		
/home/ue/Documents/pan-2016-author-profiling/dataset/pan16-author-profiling-training-dataset-dutch-2016-02-29/205116944.xml	0		
/home/ue/Documents/pan-2016-author-profiling/dataset/pan16-author-profiling-training-dataset-dutch-2016-02-29/301475549.xml	1		
/home/ue/Documents/pan-2016-author-profiling/dataset/pan16-author-profiling-training-dataset-dutch-2016-02-29/43954047.xml	0		
/home/ue/Documents/pan-2016-author-profiling/dataset/pan16-author-profiling-training-dataset-dutch-2016-02-29/157703730.xml	1		
/home/ue/Documents/pan-2016-author-profiling/dataset/pan16-author-profiling-training-dataset-dutch-2016-02-29/1871642012.xml	0		
