filename	gender	age	text
/home/ue/Documents/pan-2016-author-profiling/dataset/pan16-author-profiling-training-dataset-spanish-2016-02-29/cede0dea9347713bc0b3b0aaf4e42020.xml	1	2	
/home/ue/Documents/pan-2016-author-profiling/dataset/pan16-author-profiling-training-dataset-spanish-2016-02-29/7739f4c59c29b7406090fda3670fe2be.xml	1	0	
/home/ue/Documents/pan-2016-author-profiling/dataset/pan16-author-profiling-training-dataset-spanish-2016-02-29/ffe80a44666c1d12f61d0ad47499eb1e.xml	0	3	
/home/ue/Documents/pan-2016-author-profiling/dataset/pan16-author-profiling-training-dataset-spanish-2016-02-29/cf236ed9774b1501b488be65fd22221d.xml	0	2	
/home/ue/Documents/pan-2016-author-profiling/dataset/pan16-author-profiling-training-dataset-spanish-2016-02-29/7eac2cc29b32e172a8d04ca73489a109.xml	0	0	
/home/ue/Documents/pan-2016-author-profiling/dataset/pan16-author-profiling-training-dataset-spanish-2016-02-29/95824fbfd9df8c3a7ecb45663a7dd9c2.xml	0	3	
/home/ue/Documents/pan-2016-author-profiling/dataset/pan16-author-profiling-training-dataset-spanish-2016-02-29/739c3ee68239ab9f8872fe988d83a660.xml	1	2	
/home/ue/Documents/pan-2016-author-profiling/dataset/pan16-author-profiling-training-dataset-spanish-2016-02-29/4373deaa5102d1669f5b6d9acc87c472.xml	1	1	
/home/ue/Documents/pan-2016-author-profiling/dataset/pan16-author-profiling-training-dataset-spanish-2016-02-29/a959267774764d936d94ee292e992fa0.xml	1	2	
/home/ue/Documents/pan-2016-author-profiling/dataset/pan16-author-profiling-training-dataset-spanish-2016-02-29/b2289727e6fb818543957e367deb8c16.xml	0	2	
/home/ue/Documents/pan-2016-author-profiling/dataset/pan16-author-profiling-training-dataset-spanish-2016-02-29/44be30b800f13facaed7cda823976bf1.xml	1	1	
/home/ue/Documents/pan-2016-author-profiling/dataset/pan16-author-profiling-training-dataset-spanish-2016-02-29/c294f932c15fc129fcf4cfb2e0e7d895.xml	0	1	
/home/ue/Documents/pan-2016-author-profiling/dataset/pan16-author-profiling-training-dataset-spanish-2016-02-29/cc999c5dca2217ae1fa0d417f33fadca.xml	0	3	
/home/ue/Documents/pan-2016-author-profiling/dataset/pan16-author-profiling-training-dataset-spanish-2016-02-29/82e52bd6e95841bd7976914da84d5c97.xml	1	1	
/home/ue/Documents/pan-2016-author-profiling/dataset/pan16-author-profiling-training-dataset-spanish-2016-02-29/beb484788e567be6383c2563230bc480.xml	0	1	
/home/ue/Documents/pan-2016-author-profiling/dataset/pan16-author-profiling-training-dataset-spanish-2016-02-29/8d4b97a89d452a307e1f61f5a343567f.xml	0	2	
/home/ue/Documents/pan-2016-author-profiling/dataset/pan16-author-profiling-training-dataset-spanish-2016-02-29/454904ba35745fd0499f229c4b3e851c.xml	1	2	
/home/ue/Documents/pan-2016-author-profiling/dataset/pan16-author-profiling-training-dataset-spanish-2016-02-29/c90022f5220bf30042caac30657f511e.xml	0	3	
/home/ue/Documents/pan-2016-author-profiling/dataset/pan16-author-profiling-training-dataset-spanish-2016-02-29/7aa419002c37d211fecd08bcbb3fc714.xml	1	2	
/home/ue/Documents/pan-2016-author-profiling/dataset/pan16-author-profiling-training-dataset-spanish-2016-02-29/ca0755e0cf0e0812cded7607b199580b.xml	1	2	
/home/ue/Documents/pan-2016-author-profiling/dataset/pan16-author-profiling-training-dataset-spanish-2016-02-29/15cf31e89178b2894ea38869d8c6c75e.xml	1	2	
/home/ue/Documents/pan-2016-author-profiling/dataset/pan16-author-profiling-training-dataset-spanish-2016-02-29/62a335b96c7eea5c66aafa29cfe1abe9.xml	1	1	
/home/ue/Documents/pan-2016-author-profiling/dataset/pan16-author-profiling-training-dataset-spanish-2016-02-29/0c2765c7243ece78b4070e5e70df59e5.xml	1	1	
/home/ue/Documents/pan-2016-author-profiling/dataset/pan16-author-profiling-training-dataset-spanish-2016-02-29/26702c97ab07964e97aa797c43a8032e.xml	1	2	
/home/ue/Documents/pan-2016-author-profiling/dataset/pan16-author-profiling-training-dataset-spanish-2016-02-29/96116c928ca36acb19978463dd48ab4a.xml	1	2	
/home/ue/Documents/pan-2016-author-profiling/dataset/pan16-author-profiling-training-dataset-spanish-2016-02-29/56dc174df0c3536c1745c363d2cdeab1.xml	0	1	
/home/ue/Documents/pan-2016-author-profiling/dataset/pan16-author-profiling-training-dataset-spanish-2016-02-29/943ca3d0fa7e82a7ac4a88183fe6349c.xml	0	2	
/home/ue/Documents/pan-2016-author-profiling/dataset/pan16-author-profiling-training-dataset-spanish-2016-02-29/4da1dad9f79038c9963cc87bc2372e2e.xml	0	2	
/home/ue/Documents/pan-2016-author-profiling/dataset/pan16-author-profiling-training-dataset-spanish-2016-02-29/5041977a41240fa87c06e5d98500921a.xml	1	3	
/home/ue/Documents/pan-2016-author-profiling/dataset/pan16-author-profiling-training-dataset-spanish-2016-02-29/c330c997feb912afba713bad6bba2dcb.xml	1	1	
/home/ue/Documents/pan-2016-author-profiling/dataset/pan16-author-profiling-training-dataset-spanish-2016-02-29/4f580e2ea7fe9e465647170af4c1e944.xml	0	2	
/home/ue/Documents/pan-2016-author-profiling/dataset/pan16-author-profiling-training-dataset-spanish-2016-02-29/52d582497ed56183efaf715e3988b628.xml	1	2	
/home/ue/Documents/pan-2016-author-profiling/dataset/pan16-author-profiling-training-dataset-spanish-2016-02-29/60d21d384ea52074f685904742b8cd4e.xml	0	2	
/home/ue/Documents/pan-2016-author-profiling/dataset/pan16-author-profiling-training-dataset-spanish-2016-02-29/22f814bb11db6f230237fc85e0d49562.xml	0	1	
/home/ue/Documents/pan-2016-author-profiling/dataset/pan16-author-profiling-training-dataset-spanish-2016-02-29/ad59d134b3a44d0b47ab1d905be9760b.xml	0	2	
/home/ue/Documents/pan-2016-author-profiling/dataset/pan16-author-profiling-training-dataset-spanish-2016-02-29/790a8a6009aa8406ac6d51b497e8c12b.xml	0	1	
/home/ue/Documents/pan-2016-author-profiling/dataset/pan16-author-profiling-training-dataset-spanish-2016-02-29/6fdb26bf12e8eea9758060e7fef4473a.xml	1	3	
/home/ue/Documents/pan-2016-author-profiling/dataset/pan16-author-profiling-training-dataset-spanish-2016-02-29/99c3a20a9db97ea60b2f4d581599e18c.xml	0	2	
/home/ue/Documents/pan-2016-author-profiling/dataset/pan16-author-profiling-training-dataset-spanish-2016-02-29/d8d50bb89acde116d33590e2000f52f8.xml	0	3	
/home/ue/Documents/pan-2016-author-profiling/dataset/pan16-author-profiling-training-dataset-spanish-2016-02-29/5fd8da8e3b25c2fb7cc3991d0341a133.xml	1	1	
/home/ue/Documents/pan-2016-author-profiling/dataset/pan16-author-profiling-training-dataset-spanish-2016-02-29/2791aad00710bd046c2358e36687f9e0.xml	1	2	
/home/ue/Documents/pan-2016-author-profiling/dataset/pan16-author-profiling-training-dataset-spanish-2016-02-29/da115f57c51dfd62696dc17819c89c69.xml	1	3	
/home/ue/Documents/pan-2016-author-profiling/dataset/pan16-author-profiling-training-dataset-spanish-2016-02-29/a32c2d437be54c871b4d315a767236a2.xml	0	0	
/home/ue/Documents/pan-2016-author-profiling/dataset/pan16-author-profiling-training-dataset-spanish-2016-02-29/f1b570c027020f2d2afe72a9a0dbd45b.xml	0	3	
/home/ue/Documents/pan-2016-author-profiling/dataset/pan16-author-profiling-training-dataset-spanish-2016-02-29/1979efa32340d7fd3ae327e3b633f4bd.xml	0	3	
/home/ue/Documents/pan-2016-author-profiling/dataset/pan16-author-profiling-training-dataset-spanish-2016-02-29/7406e65cbf8858b9260f36676efdd590.xml	0	2	
/home/ue/Documents/pan-2016-author-profiling/dataset/pan16-author-profiling-training-dataset-spanish-2016-02-29/638b35689a278bbd70e1403fe5aa2b07.xml	0	0	
/home/ue/Documents/pan-2016-author-profiling/dataset/pan16-author-profiling-training-dataset-spanish-2016-02-29/04abe177ca9c330d7370f7916028672e.xml	0	2	
/home/ue/Documents/pan-2016-author-profiling/dataset/pan16-author-profiling-training-dataset-spanish-2016-02-29/5c23cde33163f2ad77c2e7a63814811b.xml	1	2	
/home/ue/Documents/pan-2016-author-profiling/dataset/pan16-author-profiling-training-dataset-spanish-2016-02-29/802559925947ca9647dd34a2a39dd146.xml	0	3	
/home/ue/Documents/pan-2016-author-profiling/dataset/pan16-author-profiling-training-dataset-spanish-2016-02-29/3da75c19be3aed0c728aa5dddf7b3612.xml	0	2	
/home/ue/Documents/pan-2016-author-profiling/dataset/pan16-author-profiling-training-dataset-spanish-2016-02-29/4cd0f75a623faa3ddeba27c989d64658.xml	1	3	
/home/ue/Documents/pan-2016-author-profiling/dataset/pan16-author-profiling-training-dataset-spanish-2016-02-29/40b8af7721fd105d0f5ecb5dad74a991.xml	1	2	
/home/ue/Documents/pan-2016-author-profiling/dataset/pan16-author-profiling-training-dataset-spanish-2016-02-29/18059d82793f30ae05cb7bdf0095802a.xml	0	1	
/home/ue/Documents/pan-2016-author-profiling/dataset/pan16-author-profiling-training-dataset-spanish-2016-02-29/d912c51b671d209edc6672fe203dd345.xml	1	3	
/home/ue/Documents/pan-2016-author-profiling/dataset/pan16-author-profiling-training-dataset-spanish-2016-02-29/bbcb8880d4ad8e83b715dc3eacd7e52c.xml	1	2	
/home/ue/Documents/pan-2016-author-profiling/dataset/pan16-author-profiling-training-dataset-spanish-2016-02-29/a19d5df397b61989ba6779fddefb6101.xml	0	3	
/home/ue/Documents/pan-2016-author-profiling/dataset/pan16-author-profiling-training-dataset-spanish-2016-02-29/9cd9ebf839bf6c5989644b464423cf89.xml	1	1	
/home/ue/Documents/pan-2016-author-profiling/dataset/pan16-author-profiling-training-dataset-spanish-2016-02-29/efa22adfc7e075ef290cf0991bbef814.xml	0	2	
/home/ue/Documents/pan-2016-author-profiling/dataset/pan16-author-profiling-training-dataset-spanish-2016-02-29/c1ec742f35e59d08642d2da54c65b7b3.xml	1	0	
/home/ue/Documents/pan-2016-author-profiling/dataset/pan16-author-profiling-training-dataset-spanish-2016-02-29/d3baa6ffdf71c28929c40267934e54f8.xml	0	1	
/home/ue/Documents/pan-2016-author-profiling/dataset/pan16-author-profiling-training-dataset-spanish-2016-02-29/8cf28eca498597a1c62bd2f2dd7f3801.xml	0	1	
/home/ue/Documents/pan-2016-author-profiling/dataset/pan16-author-profiling-training-dataset-spanish-2016-02-29/05f97ea55282c4f81fce6fa5751a7ef4.xml	1	2	
/home/ue/Documents/pan-2016-author-profiling/dataset/pan16-author-profiling-training-dataset-spanish-2016-02-29/363591059c0263df45b38008908dcb8b.xml	0	0	
/home/ue/Documents/pan-2016-author-profiling/dataset/pan16-author-profiling-training-dataset-spanish-2016-02-29/de141167014126ec05fcc080fecca887.xml	0	2	
/home/ue/Documents/pan-2016-author-profiling/dataset/pan16-author-profiling-training-dataset-spanish-2016-02-29/6794acf2bfb0e3faf46c512029808444.xml	0	1	
/home/ue/Documents/pan-2016-author-profiling/dataset/pan16-author-profiling-training-dataset-spanish-2016-02-29/147ddeb6c52b323dfede5ab1dcb9efae.xml	0	2	
/home/ue/Documents/pan-2016-author-profiling/dataset/pan16-author-profiling-training-dataset-spanish-2016-02-29/93606e5eafba336adc97e54c101177d7.xml	0	2	
/home/ue/Documents/pan-2016-author-profiling/dataset/pan16-author-profiling-training-dataset-spanish-2016-02-29/294b0876107c655fde52fa1cd2bfef04.xml	0	2	
/home/ue/Documents/pan-2016-author-profiling/dataset/pan16-author-profiling-training-dataset-spanish-2016-02-29/becac0d89a5fe1fd565ace075ad52740.xml	1	2	
/home/ue/Documents/pan-2016-author-profiling/dataset/pan16-author-profiling-training-dataset-spanish-2016-02-29/8ec761c955fb72d02c85ee25bda47ba4.xml	0	4	
/home/ue/Documents/pan-2016-author-profiling/dataset/pan16-author-profiling-training-dataset-spanish-2016-02-29/130f9ea58dcdaec12e6faf6d51aef8e9.xml	1	2	
/home/ue/Documents/pan-2016-author-profiling/dataset/pan16-author-profiling-training-dataset-spanish-2016-02-29/660a3edd5f2305594f00100ecffc5051.xml	0	2	
/home/ue/Documents/pan-2016-author-profiling/dataset/pan16-author-profiling-training-dataset-spanish-2016-02-29/bcb87caa3903451ba1e86b30af61b9da.xml	0	3	
/home/ue/Documents/pan-2016-author-profiling/dataset/pan16-author-profiling-training-dataset-spanish-2016-02-29/3787870e0fe6b6cfbaf308f4c67a5cb9.xml	0	4	
/home/ue/Documents/pan-2016-author-profiling/dataset/pan16-author-profiling-training-dataset-spanish-2016-02-29/66458d46b892660a3e001b0d839f4b1a.xml	0	2	
/home/ue/Documents/pan-2016-author-profiling/dataset/pan16-author-profiling-training-dataset-spanish-2016-02-29/960c08e2ef0351c0bb50e4a109246880.xml	1	1	
/home/ue/Documents/pan-2016-author-profiling/dataset/pan16-author-profiling-training-dataset-spanish-2016-02-29/b01d8b7dc5a57fd203f2aed0c3f30987.xml	1	2	
/home/ue/Documents/pan-2016-author-profiling/dataset/pan16-author-profiling-training-dataset-spanish-2016-02-29/ec31d994bd3ea6d905f5b5973903083a.xml	0	2	
